,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,BA,BA,BA,BA,BA,NVDA,NVDA,NVDA,NVDA,NVDA,BRK.A,BRK.A,BRK.A,BRK.A,BRK.A,GS,GS,GS,GS,GS,COP,COP,COP,COP,COP,GILD,GILD,GILD,GILD,GILD,CCOI,CCOI,CCOI,CCOI,CCOI,PG,PG,PG,PG,PG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16 00:00:00-05:00,177.91,179.39,176.14,176.2,23154527,1322.5,1339.94,1292.3,1305.16,4832848,339.9,347.73,331.33,335.24,9298699,224.05,227.51,216.69,220.17,14453370,319620.0,321060.0,313980.0,315706.0,533,259.25,261.77,256.3958,258.37,3284675,60.0,60.22,58.8,58.85,4169498,79.75,81.59,79.52,80.24,8848684,44.67,45.89,44.13,44.4,133481,90.14,90.77,89.6399,90.23,6687697
2018-01-17 00:00:00-05:00,176.15,179.25,175.07,179.1,26958931,1312.24,1314.0,1280.88,1295.0,3480712,337.73,352.23,336.41,351.11,7571025,220.74,225.12,216.9,224.7,10887885,317800.0,323630.0,315561.0,321156.0,290,260.73,262.0,248.8364,253.43,6827999,58.97,60.187,58.78,59.87,4170730,80.71,82.07,80.21,81.74,8037513,44.55,45.45,44.5,45.45,126610,90.56,91.73,90.43,91.22,6110942
2018-01-18 00:00:00-05:00,179.37,180.1,178.25,179.27,23144183,1293.95,1304.6,1284.02,1293.22,2633180,350.7,350.83,339.15,340.2,7090235,223.94,226.64,222.68,224.44,8268854,324300.0,324300.0,319620.0,319915.0,612,254.49,254.54,250.6,251.01,3788065,59.62,60.06,59.15,59.75,3155979,81.47,81.65,80.77,81.16,5121203,45.25,45.6,43.2,43.25,170312,90.24,90.65,89.67,90.18,5459625
2018-01-19 00:00:00-05:00,178.61,179.58,177.41,178.45,21452221,1309.79,1313.0,1292.99,1294.58,2811549,341.67,344.0,335.75,337.87,5696790,227.88,231.09,227.0,230.08,11587118,320800.0,321000.0,318191.0,319980.0,432,251.0,256.14,250.26,256.07,3445967,59.68,59.81,59.27,59.75,3980501,81.22,81.534,80.37,80.97,5007968,43.15,45.05,42.31,44.5,214390,90.44,91.26,90.24,91.09,7257112
2018-01-22 00:00:00-05:00,177.3,177.78,176.602,177.01,19801191,1297.17,1327.45,1296.66,1327.45,2465047,335.29,341.3812,332.04,338.0,5151827,230.43,233.76,228.1,233.67,7881671,320130.0,323940.0,320085.0,323940.0,367,255.44,262.8699,255.2,261.52,3648542,59.86,60.68,59.79,60.68,3571090,81.3,82.05,81.05,81.4,5058607,44.7,45.45,44.2,45.4,188671,90.88,91.92,90.77,91.88,6735824
2018-01-23 00:00:00-05:00,177.3,179.44,176.82,176.96,26523532,1337.28,1364.9,1337.28,1363.05,3025423,338.34,338.94,334.81,335.61,3174120,235.71,239.83,235.101,238.94,8834600,324500.0,324619.0,319392.5,323290.0,379,258.0,260.26,256.85,260.09,3019236,60.61,60.7,60.03,60.47,4402283,81.23,82.18,80.91,80.95,5515700,45.35,45.5,44.65,45.4,88894,89.82,90.21,88.6,89.02,13880619
2018-01-24 00:00:00-05:00,177.25,177.3,173.2,174.22,40325546,1374.82,1388.16,1338.0,1357.51,4349398,336.2,338.99,334.14,334.7,3037487,238.86,240.4936,233.55,235.84,10986011,323551.0,325230.0,322000.0,323610.0,318,260.74,265.78,260.3,265.66,3203560,60.54,61.315,60.45,60.51,3738984,81.27,82.07,80.581,81.31,3092120,45.7,45.9,43.98,44.37,82347,89.06,89.16,87.7,88.33,11269245
2018-01-25 00:00:00-05:00,174.28,174.95,170.53,171.1,33340074,1368.0,1378.34,1357.62,1377.31,3087991,336.21,343.615,335.3,343.05,3428130,237.75,239.75,235.75,236.34,7936873,324600.0,324600.0,321520.0,322850.0,157,266.35,270.5,265.25,269.01,3803885,60.75,60.9,59.4,59.48,4489294,81.58,81.84,80.85,81.18,3381677,44.47,45.4,44.08,44.9,142579,88.68,89.05,88.0114,88.35,9147955
2018-01-26 00:00:00-05:00,172.0,172.0,170.06,171.45,30510493,1392.01,1402.53,1380.91,1401.19,2737778,344.33,345.98,341.25,343.17,3408195,238.12,243.34,237.6,243.27,9324717,323100.0,325830.0,323100.0,325830.0,361,267.49,269.0,266.05,268.13,2466742,59.7,60.52,59.61,60.38,3798040,81.96,85.49,81.88,85.46,12325689,45.35,46.0,43.69,43.78,266905,88.17,88.17,87.23,87.7,7751383
2018-01-29 00:00:00-05:00,170.16,170.16,167.07,167.96,38802170,1409.18,1431.39,1400.44,1417.68,3468500,341.23,344.48,340.1,340.89,2115119,242.74,248.11,240.61,246.78,8006730,325650.0,326350.0,322910.0,323550.0,193,269.04,273.79,268.81,272.4737,2618779,59.92,60.53,59.56,59.65,2920908,85.12,89.54,85.12,88.83,15664482,43.78,44.8,43.34,43.39,193764,87.69,87.72,86.69,86.81,7689825
2018-01-30 00:00:00-05:00,165.555,167.37,164.7,166.96,38306962,1403.5,1439.25,1392.0,1438.19,3612579,339.17,339.98,334.16,337.77,3566100,241.12,246.42,238.41,242.7,10051677,322480.0,324914.5,322155.0,322390.0,836,270.39,272.0,267.111,268.78,2982458,58.94,59.32,58.08,58.46,4747705,87.96,88.33,86.2725,87.3,10732392,43.1,45.2,43.1,43.78,179761,86.82,87.44,86.63,86.96,6903593
2018-01-31 00:00:00-05:00,166.87,168.4417,166.5,167.47,24160485,1451.3,1472.58,1450.04,1451.39,3921711,360.5,360.97,351.62,354.265,7393976,245.77,249.27,244.45,245.83,8661912,323000.0,323500.0,321010.0,323300.0,549,268.53,270.0,266.33,268.12,2586745,58.53,59.24,58.28,58.83,5194476,86.6,87.1,83.29,83.81,8820380,44.13,45.55,44.13,45.1,183636,86.81,87.41,86.075,86.38,7246937
2018-02-01 00:00:00-05:00,167.165,168.62,166.76,167.7,29765526,1445.0,1459.88,1385.14,1388.71,4839431,352.95,361.45,352.04,356.96,4399958,238.57,246.9,238.06,240.48,9679231,322300.0,326110.0,322000.0,325960.0,438,266.15,272.59,266.001,272.41,2414722,59.0,59.97,58.151,59.35,5839939,83.2,84.16,81.1809,83.51,5498286,45.1,45.6,44.5,44.8,205602,86.15,86.5,85.56,85.85,6713402
2018-02-02 00:00:00-05:00,166.47,166.8,160.1,160.41,67919941,1477.36,1498.0,1414.0,1429.87,7078215,354.0,355.199,348.7,348.88,3556020,237.0,237.97,231.17,233.51,13556600,324351.0,324380.0,312030.0,313560.0,638,270.0,271.75,259.35,260.1,4551763,59.17,59.44,57.61,57.7,6537235,82.78,83.34,81.48,81.73,7049850,44.7,44.7,42.0,43.6,419953,85.56,85.61,84.21,84.24,10172281
2018-02-05 00:00:00-05:00,159.1,163.88,156.0,156.49,59470254,1402.62,1458.98,1320.72,1390.0,7078423,342.67,350.0,317.39,329.01,7659376,226.9,233.23,205.0,213.67,23029093,308500.0,311850.0,295000.0,296398.0,995,257.51,263.3,241.5,249.48,4649563,57.14,58.47,55.41,55.85,8883935,81.41,82.5045,78.34,78.38,8059198,43.35,45.8,42.35,42.4,312338,83.99,84.37,80.1,81.04,14053004
2018-02-06 00:00:00-05:00,154.91,163.72,154.0,163.06,54780528,1361.46,1443.99,1351.79,1442.84,6700703,320.0,341.67,317.65,341.03,9060362,204.4,225.7,204.0,225.56,21643425,293150.0,303430.94,288540.0,302355.0,1173,244.21,258.75,242.11,258.7,4951190,54.75,56.54,54.42,55.96,9121978,77.31,80.61,76.9,80.43,9937821,41.9,42.95,40.99,41.63,203544,80.53,82.45,80.35,82.38,16278489
2018-02-07 00:00:00-05:00,163.085,163.4,159.0685,159.52,41035232,1449.0,1460.99,1415.15,1415.15,4375563,340.52,353.59,339.87,347.95,5901110,229.45,234.97,226.7,228.81,16374417,304200.0,306710.0,301000.0,301000.0,520,255.9,261.95,255.66,256.9,2891949,56.06,56.9701,55.63,55.63,6242231,79.45,84.58,79.35,82.77,17034841,41.46,43.2,41.22,42.625,180306,82.3,83.39,81.82,81.83,9559018
2018-02-08 00:00:00-05:00,160.29,161.0,155.03,155.16,43609866,1429.68,1433.75,1349.94,1350.51,4962868,348.0,349.0,329.4,329.61,6004157,233.84,235.22,217.51,217.73,18006819,301190.0,301190.0,288633.53,288633.53,639,257.93,258.78,246.05,246.17,2903138,55.62,55.8296,53.23,53.27,6398877,82.44,82.85,78.07,78.22,10060933,42.75,44.45,41.09,41.09,308978,82.14,82.22,80.15,80.17,11797283
2018-02-09 00:00:00-05:00,156.67,157.89,150.24,156.22,54464820,1373.49,1383.5,1265.93,1339.34,8710179,333.55,337.81,319.25,333.09,6184487,238.25,238.89,217.52,231.46,34315652,293859.0,296296.0,285250.0,294120.0,891,249.62,251.67,239.29,249.44,4045190,53.24,53.6,50.18,52.03,7995678,78.89,79.95,76.02,79.32,10606860,41.49,43.35,40.19,41.65,290357,80.98,81.03,78.59,79.95,16059195
2018-02-12 00:00:00-05:00,158.48,163.89,157.51,162.75,45978023,1364.84,1393.81,1344.01,1386.97,3814015,336.57,347.75,335.13,343.69,4461520,235.31,235.48,225.0305,228.02,23086698,298100.0,301020.0,295000.0,298940.0,427,251.15,256.15,248.82,253.28,2525214,52.63,53.96,52.55,53.4,4723444,79.76,81.42,79.63,80.15,6206151,41.9,43.05,41.4,42.8,196712,80.61,81.665,80.58,81.31,8235149
2018-02-13 00:00:00-05:00,161.95,164.75,161.65,164.3451,26023893,1385.93,1419.72,1383.53,1413.66,3587646,340.45,347.8799,340.29,343.19,2966628,226.56,234.5,225.25,232.69,12773885,296400.0,298508.28,294500.0,297500.0,308,252.01,256.4,248.95,255.43,2046495,52.93,53.94,52.61,53.34,4159918,79.52,81.09,78.65,80.8,4632166,42.55,43.3,42.275,42.95,193290,81.15,81.83,80.91,81.5,7516320
2018-02-14 00:00:00-05:00,163.045,167.54,162.88,167.36,32197106,1406.25,1452.06,1403.36,1451.08,3552753,341.34,347.43,341.17,344.95,3203384,231.0,242.5925,230.55,241.42,14776106,295960.0,301180.0,294457.56,301180.0,181,255.0,262.71,254.477,262.57,2763008,52.7,55.86,52.54,55.52,5222372,80.16,82.29,79.98,81.82,5160574,42.5,43.55,42.175,43.5,157351,81.06,81.26,80.27,80.69,7191957
2018-02-15 00:00:00-05:00,169.79,173.09,169.0,173.0,43517636,1466.89,1468.94,1436.84,1461.76,3511847,348.68,356.55,348.05,356.55,4350786,244.785,248.37,241.52,246.5,14361577,303580.0,305880.0,301100.0,305880.0,251,265.76,268.0,262.91,267.68,2517427,55.64,55.71,53.76,54.53,4430798,82.22,82.3,81.49,81.55,5180251,43.85,44.35,42.2,44.35,116844,80.97,82.41,80.5,82.41,6817152
2018-02-16 00:00:00-05:00,172.36,174.82,171.77,172.45,33864874,1457.73,1465.8,1446.56,1448.59,2737266,356.59,359.5,353.5101,354.93,3736419,245.68,250.0,243.47,243.84,12728694,304650.0,309590.0,304650.0,305920.0,361,265.99,269.28,265.9,267.62,1885137,54.39,55.06,54.23,54.65,3705440,81.45,82.33,80.61,80.68,5817320,44.0,44.35,43.275,44.05,343342,82.21,83.25,82.13,82.58,8446889
2018-02-20 00:00:00-05:00,172.07,174.26,171.42,171.85,27565605,1446.49,1488.77,1446.49,1468.36,4199728,352.0,357.79,351.4,353.06,2912485,244.88,251.87,242.2,249.07,13321680,305400.0,306805.0,303660.0,305510.0,227,266.89,268.85,263.31,264.7,1982492,54.6,55.3,54.34,54.84,2787774,80.21,81.73,80.21,80.94,4595498,43.95,44.95,43.325,44.7,138495,82.19,82.22,81.07,81.32,5443922
2018-02-21 00:00:00-05:00,172.83,174.12,171.01,171.01,30377663,1485.0,1503.49,1478.92,1482.92,3940322,353.1,360.81,351.75,352.24,3469594,251.72,251.9675,241.36,241.51,16505012,304470.0,307770.0,301240.0,301240.0,220,263.92,270.0,263.13,263.22,2041330,54.59,55.44,53.73,53.75,3281253,80.9,81.93,80.35,80.69,4997720,44.5,45.95,34.98,43.98,445688,81.31,81.81,80.19,80.21,6297707
2018-02-22 00:00:00-05:00,171.85,173.95,171.71,172.61,26187505,1495.36,1502.54,1475.76,1484.59,2927702,354.65,358.07,352.64,355.85,2322820,242.99,245.63,239.5,242.15,10005753,302500.0,305020.0,300345.0,300930.0,310,264.4,266.32,260.72,261.58,1778052,54.26,55.5,54.19,54.91,4406502,80.73,81.13,79.18,79.41,6135878,42.58,43.81,41.26,43.125,900604,80.47,81.28,80.17,80.84,7450705
2018-02-23 00:00:00-05:00,173.67,175.65,173.54,175.56,28074124,1495.34,1500.0,1486.5,1500.0,2690910,358.18,358.77,353.0668,356.71,2172335,244.57,245.93,242.5201,245.93,7889749,301860.0,306400.0,301425.0,304130.0,380,263.0,266.98,262.4,266.77,1618233,55.35,57.14,55.07,57.06,5110760,79.82,80.94,79.29,80.92,3962363,43.35,45.15,43.3,44.15,392099,81.01,81.12,80.48,81.07,7743222
2018-02-26 00:00:00-05:00,176.35,179.39,176.21,178.98,30961837,1509.53,1522.84,1507.0,1521.95,3078221,359.5,364.05,358.2123,363.41,2656866,247.83,247.98,244.06,246.5,8580747,311240.0,316520.0,308455.0,316110.0,835,267.5,271.78,266.77,271.31,1800166,57.26,57.54,56.515,56.59,4547175,81.26,81.93,80.2,81.79,4593482,44.1,45.025,43.55,44.15,141968,81.45,81.69,81.05,81.62,5677845
2018-02-27 00:00:00-05:00,179.1,180.48,178.16,178.34,32686808,1524.5,1526.78,1507.21,1512.0,2975564,364.6,369.89,363.3,364.45,3426232,245.3,248.91,245.13,246.06,7953948,318150.0,319500.0,314930.0,314930.0,564,271.0,273.12,267.98,268.07,2187684,56.5,57.62,55.82,55.83,3942767,81.79,82.04,80.3,80.35,3991080,44.3,44.3,42.51,42.56,250465,81.89,82.0,80.51,80.51,6005420
2018-02-28 00:00:00-05:00,179.33,180.615,178.05,178.13,26337414,1519.51,1528.7,1512.0,1512.45,2405255,366.8,371.6,362.21,362.31,3631153,246.73,248.1,241.53,242.01,8991047,316100.0,317410.0,311000.0,311000.0,300,269.14,269.49,262.57,262.64,2045509,56.02,56.58,54.3,54.3,3914894,80.46,80.7,78.69,78.73,4601584,42.76,44.35,42.32,42.9,270311,80.68,80.79,78.5,78.52,11284842
2018-03-01 00:00:00-05:00,178.54,179.775,172.66,174.95,41423985,1513.6,1518.49,1465.0,1492.0,4199300,362.33,362.74,346.4,349.87,6560903,241.91,244.09,228.1248,232.18,18632709,311000.0,313000.0,301405.0,302945.8,388,262.61,263.55,256.201,256.78,2282770,54.5,55.01,53.52,53.85,3626895,78.84,79.82,77.11,77.51,6268841,42.95,44.15,42.75,42.9,257299,78.4,79.28,77.9,78.66,10027397
2018-03-02 00:00:00-05:00,172.8,176.3,172.45,176.28,31779596,1469.5,1501.05,1455.01,1500.21,4342869,341.82,346.09,335.3,344.7,7512300,227.86,236.8,221.85,236.54,16782864,300980.0,303692.8,299360.0,303100.0,319,255.0,259.24,252.1,257.975,2137640,53.54,54.21,52.78,54.05,3001667,76.84,78.89,76.4,78.68,5074038,42.7,43.3,41.11,43.0,314314,78.48,79.655,78.42,79.48,6520336
2018-03-05 00:00:00-05:00,175.21,177.74,174.52,176.83,22661785,1494.24,1525.0,1481.0,1523.61,3246807,338.0,354.77,336.61,353.57,5725375,234.51,237.25,229.521,235.6399,12276048,302000.0,306499.0,300240.0,305410.0,200,256.46,264.55,256.24,263.12,1523448,53.49,54.225,53.31,53.971,3516723,78.16,78.68,77.14,77.93,6287920,43.05,43.95,42.05,42.56,229467,79.28,80.3939,79.15,80.28,5646551
2018-03-06 00:00:00-05:00,177.91,178.25,176.13,176.68,19589517,1533.2,1542.13,1528.0,1537.18,2751784,354.69,355.21,346.0219,349.06,3435996,239.1,242.94,237.36,242.16,12029198,307000.0,307499.0,304400.0,307200.0,179,264.77,267.87,263.21,267.08,1505907,54.28,54.39,53.5,54.06,3725444,78.6,80.03,78.47,79.32,5254476,42.71,43.5,42.19,43.1,388728,80.41,80.42,79.37,80.02,6781680
2018-03-07 00:00:00-05:00,175.15,175.85,174.27,175.02,25064495,1527.14,1545.9,1522.51,1544.9,2365056,341.52,348.4093,339.5,347.06,3261805,238.0,243.95,237.95,241.84,11384793,303900.0,307560.0,303430.0,306590.0,206,262.69,266.43,260.9455,265.34,1736262,53.31,54.46,53.241,54.09,5733084,78.74,80.15,78.12,79.99,4998514,43.0,44.5,43.0,44.0,237726,79.53,79.64,78.9,79.14,6166515
2018-03-08 00:00:00-05:00,175.48,177.12,175.07,176.95,19424129,1550.0,1554.88,1545.25,1551.67,2179979,349.51,352.5,343.95,348.68,2996151,242.95,242.95,239.3907,241.17,7616270,306400.0,310994.0,305240.0,308040.0,257,266.48,268.1,262.63,266.25,1350948,54.13,54.38,52.92,53.57,3449057,79.96,80.67,79.32,80.08,4252123,43.5,43.8,42.9,43.05,211813,79.17,79.99,79.02,79.96,6046982
2018-03-09 00:00:00-05:00,177.96,180.0,177.39,179.96,25304044,1563.5,1578.94,1559.08,1578.94,2697253,352.65,354.89,350.23,354.53,2376278,242.82,245.85,242.4501,245.33,9829747,311540.0,319780.0,309355.0,319500.0,520,268.7,271.09,267.04,270.67,3209835,54.07,55.07,54.01,55.06,4251620,80.5,81.05,79.99,80.74,4517724,43.35,45.15,43.2,45.05,224599,80.27,80.745,79.9,80.28,5426204
2018-03-12 00:00:00-04:00,180.29,182.39,180.21,181.73,27713861,1592.6,1605.33,1586.7,1598.5,3020013,355.2,355.23,343.26,344.26,4292015,247.12,253.0,246.74,249.76,11753213,319320.0,320000.0,317130.0,317940.0,340,271.0,275.31,270.99,273.38,2310314,55.01,55.41,54.59,54.765,4062186,80.97,81.34,80.42,81.06,4460062,45.05,45.9,45.05,45.7,179593,80.23,80.62,79.76,79.88,5755716
2018-03-13 00:00:00-04:00,182.57,183.5,179.24,179.95,26591337,1615.96,1617.54,1578.01,1588.13,4065395,345.32,347.88,337.61,338.75,3897906,251.49,254.5,246.04,247.71,12350096,318020.0,319860.0,313395.0,314210.0,425,274.24,275.03,267.44,268.43,1493418,54.94,55.21,53.58,53.94,4474513,81.13,82.715,81.12,81.72,5761100,45.7,45.75,43.75,43.75,216565,80.0,80.19,79.36,79.72,7763793
2018-03-14 00:00:00-04:00,180.32,180.52,177.81,178.485,24683076,1597.0,1606.44,1590.89,1591.0,2613321,339.7917,340.524,322.3,330.28,9786354,249.41,250.55,246.22,248.74,8510557,315485.0,315485.0,309435.0,310495.0,309,270.4,270.78,263.911,264.43,1589657,54.34,54.73,53.87,53.97,3021068,82.01,82.5725,80.89,81.12,4463355,44.1,44.3,43.35,43.75,171016,79.69,79.84,78.8647,79.02,7324165
2018-03-15 00:00:00-04:00,178.5,180.24,178.0701,178.65,18598941,1595.0,1596.91,1578.11,1582.75,2606400,332.3,332.92,322.91,329.91,6082047,249.63,252.62,247.64,249.35,7839279,312501.0,313950.0,308000.0,311890.0,231,265.72,269.0,265.35,266.61,1589048,54.31,54.51,53.38,54.04,3764028,80.52,80.88,79.2727,79.51,4047912,43.85,44.3,42.85,43.05,119449,79.09,79.14,78.54,78.67,5377050
2018-03-16 00:00:00-04:00,178.61,179.12,177.62,177.89,22076737,1583.15,1589.44,1567.54,1571.69,2857100,329.82,330.83,325.63,329.8,5036121,249.97,251.25,248.48,250.48,6352039,313340.0,313340.0,309880.0,310440.0,197,266.01,269.85,265.33,267.16,2799898,54.11,55.19,53.64,54.93,5418218,79.92,80.9,79.4,79.72,5116688,43.15,44.2,42.75,43.75,185235,78.93,79.39,78.84,78.93,8402682
2018-03-19 00:00:00-04:00,177.37,177.47,173.66,175.32,26080445,1554.53,1561.66,1525.35,1545.58,3884291,327.45,333.33,326.78,331.77,3739805,248.18,249.35,237.0,240.99,13091536,310400.0,310513.1,304100.0,306290.0,269,266.99,267.5,259.47,262.54,1544559,54.88,54.91,53.38,53.57,3493170,79.37,79.5,76.3,77.19,5627686,43.75,44.75,42.0,42.75,151695,78.97,79.57,78.27,78.66,5770551
2018-03-20 00:00:00-04:00,175.24,176.8,174.94,175.25,15303553,1548.4,1587.0,1545.41,1586.52,2782441,331.84,339.7,331.0,337.81,3759995,241.35,251.15,241.12,249.58,10521162,307501.0,308210.0,305810.0,307400.0,173,263.29,264.64,261.8873,263.19,936030,54.1,55.47,53.91,54.7,3709950,77.38,77.699,76.71,76.92,3694941,42.9,44.15,42.06,43.15,133012,78.74,79.1,77.96,78.33,5739503
2018-03-21 00:00:00-04:00,175.04,175.09,171.26,171.27,29835499,1586.45,1590.0,1563.17,1582.93,3029009,337.07,341.91,335.17,337.22,2567397,249.32,252.0,247.33,248.54,8380866,308950.0,310720.0,306020.0,307240.0,270,263.01,266.49,260.31,261.63,1794797,55.1,57.59,55.04,57.04,5472530,76.74,77.44,76.21,76.47,3660618,43.2,44.05,43.15,43.3,119052,78.05,78.24,76.88,77.03,8241660
2018-03-22 00:00:00-04:00,170.0,172.68,168.6,168.75,34791308,1565.47,1573.85,1542.4,1544.92,3566700,330.11,332.68,319.01,319.6,4930468,246.0,247.88,240.341,241.85,9408555,304730.0,304730.0,295950.22,296949.34,638,258.42,260.82,252.18,252.67,2636244,56.41,57.28,56.05,56.445,8066290,75.85,76.76,75.04,75.57,5714453,43.05,43.5,42.6,42.6,125313,76.83,77.52,76.37,76.42,8285536
2018-03-23 00:00:00-04:00,168.39,169.92,164.94,164.96,32035770,1539.01,1549.02,1495.36,1495.55,4669265,320.15,331.14,318.3216,320.85,5300687,242.4,242.67,232.52,232.925,13772199,297440.0,298389.0,288450.0,289440.0,487,253.63,254.954,244.93,245.32,2303965,57.04,58.38,56.97,57.74,7583805,75.38,75.62,72.73,72.84,6681959,42.8,43.3,41.6,41.675,191006,76.79,77.18,75.805,75.93,8659984
2018-03-26 00:00:00-04:00,168.07,173.1,166.44,172.76,27980655,1530.0,1556.99,1499.25,1555.87,3216498,330.48,331.9399,323.59,328.96,3663401,238.0,244.53,235.9,244.39,9498028,295500.0,299925.0,293454.75,299500.0,419,250.65,255.36,248.45,254.95,2133902,58.37,59.1,58.21,59.077,6793057,74.17,75.71,73.57,75.53,5471840,42.3,44.0,41.65,42.5,189671,76.57,76.87,76.02,76.42,7538547
2018-03-27 00:00:00-04:00,173.69,175.15,166.92,168.35,32610401,1572.15,1575.97,1482.32,1497.12,4066382,331.51,334.88,319.0,321.12,3858753,247.75,250.0,219.845,225.51,27629336,301000.0,302590.0,292380.0,294650.0,298,255.89,257.06,245.61,247.4,1843291,59.15,59.8188,58.69,59.08,7474912,75.98,76.15,73.55,74.12,4745041,42.5,42.9,42.0,42.25,164969,76.53,78.44,76.3,77.77,9330993
2018-03-28 00:00:00-04:00,167.25,170.02,165.19,166.48,32621496,1452.0,1455.9,1386.17,1429.19,8194083,321.85,323.24,311.17,319.97,3857359,224.13,229.39,217.0,221.31,19447828,296400.0,298145.0,291640.0,295280.0,279,248.78,251.23,244.37,249.33,1727351,59.26,59.74,58.43,58.73,11664807,74.45,75.74,73.9,74.79,5288526,42.35,42.85,41.95,42.4,153077,77.92,79.14,77.92,78.825,10965555
2018-03-29 00:00:00-04:00,167.805,171.75,166.9,167.91,25762606,1407.0,1455.47,1365.2,1445.96,7667686,323.38,330.48,322.0,327.84,2342385,224.105,235.5,220.7002,232.31,17105435,296540.0,301517.75,296540.0,299480.0,297,250.79,252.98,248.33,251.85,2186690,58.74,59.59,58.74,59.3,6818710,75.14,76.19,74.61,75.39,4014400,42.55,43.9,42.25,43.4,169557,79.43,80.49,79.1799,79.28,7289155
2018-04-02 00:00:00-04:00,167.88,168.94,164.47,166.68,30080214,1417.62,1421.36,1355.0,1371.92,6028133,325.2,329.9419,317.17,322.23,2998067,228.73,234.65,217.5,221.05,17465960,298620.0,299100.0,288740.0,293200.0,461,251.26,252.6,243.77,247.34,2025826,59.27,59.3,56.57,58.08,5632052,74.83,75.09,71.87,73.13,6275541,43.3,43.9,42.35,42.6,139912,79.26,79.37,77.06,77.42,8855495
2018-04-03 00:00:00-04:00,167.64,168.7455,164.88,168.39,23608807,1390.61,1414.0,1355.33,1392.05,6426994,324.76,331.1,323.09,330.7,3096355,227.8,230.35,221.35,225.35,12956513,295480.0,297325.0,291885.0,297325.0,174,248.61,250.89,245.9,250.56,1463020,58.54,60.08,57.86,60.02,6990093,73.44,73.96,72.03,73.75,4202892,42.9,43.925,42.35,42.7,167434,77.56,78.8,77.175,78.4672,8564971
2018-04-04 00:00:00-04:00,164.88,172.01,164.77,171.58,27468450,1358.23,1415.39,1352.88,1410.58,4230642,312.3,327.81,311.88,327.41,5986952,215.01,226.6606,214.0,226.18,15141622,291100.0,300900.0,291100.0,300160.0,351,245.71,253.22,244.511,252.61,2004474,58.64,59.735,58.45,59.57,6615025,72.95,75.68,72.82,75.41,4429825,42.5,44.6,42.5,44.4,162576,77.82,79.5155,77.59,79.07,6556182
2018-04-05 00:00:00-04:00,172.58,174.2304,172.08,172.78,21288394,1442.0,1459.56,1427.07,1451.75,3739195,330.59,338.9599,330.26,336.39,4162169,228.67,229.13,218.49,221.36,13727874,301410.0,304200.0,300500.0,301510.0,425,254.5,258.0,253.4,255.65,1248853,59.83,61.17,59.73,60.46,5661769,76.0,76.0,74.18,74.8,4570849,44.5,45.9,44.25,45.375,134611,79.09,79.3218,78.51,78.8,5821045
2018-04-06 00:00:00-04:00,170.97,172.48,168.2,168.35,26793087,1429.97,1452.5,1400.26,1405.21,3449309,330.61,334.59,322.21,325.96,3966528,217.23,221.6,213.0735,214.17,12267094,298810.0,299750.0,290990.0,294000.0,360,251.8,255.34,246.68,249.96,1830894,60.21,60.65,58.535,59.26,7074748,74.28,75.3,72.71,73.39,4200873,44.9,45.875,43.45,43.74,316068,78.37,79.3561,77.9,78.42,6587682
2018-04-09 00:00:00-04:00,169.88,173.09,169.845,170.06,22345042,1425.03,1438.48,1402.57,1405.91,2418160,332.25,334.88,322.05,322.54,3020395,216.8,221.97,214.6,215.41,9304119,296150.0,298000.0,292560.0,292560.0,252,251.48,257.5,249.17,252.24,2112681,59.86,61.15,59.51,60.62,9222688,73.88,75.305,73.15,73.81,3740949,43.94,45.225,43.69,44.8,131726,78.8,78.85,77.57,78.17,6054408
